"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 04 11:08:33 CST 2024","Sun Aug 04 11:08:41 CST 2024","7844","chromium","orangeHrmLogin.spec.ts","","","","Login test",""
